Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,1004788,-,-,-,39.17,-82.74,-5,229,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2019,1,1,0,30,9.8,0,0,0,0.12,979,11,247,1.9000000000000001,,,,,,
2019,1,1,1,30,8.6,0,0,0,0.12,981,10,252,1.9000000000000001,,,,,,
2019,1,1,2,30,7.4,0,0,0,0.12,983,8.8,260,1.8,,,,,,
2019,1,1,3,30,6.1000000000000005,0,0,0,0.12,984,7.6000000000000005,270,1.7000000000000002,,,,,,
2019,1,1,4,30,4.9,0,0,0,0.12,985,6.5,277,1.5,,,,,,
2019,1,1,5,30,4,0,0,0,0.12,987,5.6000000000000005,284,1.3,,,,,,
2019,1,1,6,30,3.4000000000000004,0,0,0,0.12,988,4.9,288,1,,,,,,
2019,1,1,7,30,2.9000000000000004,0,0,0,0.12,989,4.6000000000000005,291,0.8,,,,,,
2019,1,1,8,30,2.9000000000000004,7,0,7,0.12,990,5,298,0.8,,,,,,
2019,1,1,9,30,2.7,20,0,20,0.12,991,6,307,0.9,,,,,,
2019,1,1,10,30,2.3000000000000003,40,0,40,0.12,991,6.9,309,0.8,,,,,,
2019,1,1,11,30,2.3000000000000003,67,0,67,0.12,991,7.5,305,0.8,,,,,,
2019,1,1,12,30,2.5,82,0,82,0.12,990,7.7,298,0.7000000000000001,,,,,,
2019,1,1,13,30,2.7,62,0,62,0.12,990,7.6000000000000005,293,0.7000000000000001,,,,,,
2019,1,1,14,30,2.8000000000000003,34,0,34,0.12,990,7.2,296,0.7000000000000001,,,,,,
2019,1,1,15,30,3.1,14,0,14,0.12,991,6.4,301,0.5,,,,,,
2019,1,1,16,30,4.1000000000000005,10,0,10,0.12,992,5,308,0.30000000000000004,,,,,,
2019,1,1,17,30,3.7,0,0,0,0.12,992,3.8000000000000003,316,0.30000000000000004,,,,,,
2019,1,1,18,30,3.1,0,0,0,0.12,992,3.4000000000000004,320,0.30000000000000004,,,,,,
2019,1,1,19,30,2.7,0,0,0,0.12,992,2.8000000000000003,329,0.30000000000000004,,,,,,
2019,1,1,20,30,2.5,0,0,0,0.12,992,2.6,328,0.4,,,,,,
2019,1,1,21,30,2.3000000000000003,0,0,0,0.12,992,2.4000000000000004,327,0.30000000000000004,,,,,,
2019,1,1,22,30,2.1,0,0,0,0.12,992,2.2,329,0.30000000000000004,,,,,,
2019,1,1,23,30,2,0,0,0,0.12,992,2,333,0.30000000000000004,,,,,,
2019,1,2,0,30,1.8,0,0,0,0.12,992,1.8,339,0.30000000000000004,,,,,,
2019,1,2,1,30,1.7000000000000002,0,0,0,0.12,993,1.7000000000000002,350,0.30000000000000004,,,,,,
2019,1,2,2,30,1.5,0,0,0,0.12,993,1.5,183,0.30000000000000004,,,,,,
2019,1,2,3,30,1.3,0,0,0,0.12,993,1.3,16,0.30000000000000004,,,,,,
2019,1,2,4,30,1.1,0,0,0,0.12,993,1.1,36,0.30000000000000004,,,,,,
2019,1,2,5,30,0.9,0,0,0,0.12,993,0.9,66,0.4,,,,,,
2019,1,2,6,30,0.9,0,0,0,0.12,993,0.9,95,0.4,,,,,,
2019,1,2,7,30,1.1,0,0,0,0.12,993,1.2000000000000002,116,0.30000000000000004,,,,,,
2019,1,2,8,30,1.5,10,0,10,0.12,993,2.3000000000000003,131,0.4,,,,,,
2019,1,2,9,30,2.2,26,0,26,0.12,993,3.5,142,0.5,,,,,,
2019,1,2,10,30,2.6,61,0,61,0.12,992,4.6000000000000005,155,0.6000000000000001,,,,,,
2019,1,2,11,30,2.5,81,0,81,0.12,991,5.5,171,0.6000000000000001,,,,,,
2019,1,2,12,30,2.4000000000000004,175,33,190,0.12,989,6,187,0.6000000000000001,,,,,,
2019,1,2,13,30,2.5,180,40,198,0.12,988,6,204,0.7000000000000001,,,,,,
2019,1,2,14,30,3,128,37,142,0.12,988,5.6000000000000005,214,0.6000000000000001,,,,,,
2019,1,2,15,30,3.7,50,0,50,0.12,988,5,211,0.5,,,,,,
2019,1,2,16,30,3.9000000000000004,21,0,21,0.12,987,4.4,203,0.5,,,,,,
2019,1,2,17,30,3.7,0,0,0,0.12,986,4.3,202,0.6000000000000001,,,,,,
2019,1,2,18,30,3.7,0,0,0,0.12,986,4.4,204,0.7000000000000001,,,,,,
2019,1,2,19,30,3.8000000000000003,0,0,0,0.12,985,4.3,218,0.7000000000000001,,,,,,
2019,1,2,20,30,3.8000000000000003,0,0,0,0.12,986,4.4,233,0.9,,,,,,
2019,1,2,21,30,3.6,0,0,0,0.12,986,4.3,245,0.9,,,,,,
2019,1,2,22,30,3.4000000000000004,0,0,0,0.12,986,3.9000000000000004,261,0.9,,,,,,
2019,1,2,23,30,2.7,0,0,0,0.12,986,3.3000000000000003,279,0.9,,,,,,
2019,1,3,0,30,1.9000000000000001,0,0,0,0.12,987,2.6,289,0.8,,,,,,
2019,1,3,1,30,1.1,0,0,0,0.12,987,1.8,293,0.6000000000000001,,,,,,
2019,1,3,2,30,0.4,0,0,0,0.12,988,1,297,0.4,,,,,,
2019,1,3,3,30,-0.1,0,0,0,0.12,987,0.30000000000000004,300,0.30000000000000004,,,,,,
2019,1,3,4,30,-0.5,0,0,0,0.12,987,-0.2,304,0.30000000000000004,,,,,,
2019,1,3,5,30,-1,0,0,0,0.12,987,-0.5,309,0.4,,,,,,
2019,1,3,6,30,-1.4000000000000001,0,0,0,0.12,988,-1,313,0.30000000000000004,,,,,,
2019,1,3,7,30,-1.8,0,0,0,0.12,988,-1,316,0.30000000000000004,,,,,,
2019,1,3,8,30,-1.5,36,91,45,0.12,988,0.2,318,0.4,,,,,,
2019,1,3,9,30,-1.8,88,145,124,0.12,988,1.8,312,0.6000000000000001,,,,,,
2019,1,3,10,30,-2.7,133,350,261,0.12,988,3.2,294,0.5,,,,,,
2019,1,3,11,30,-2.9000000000000004,167,374,332,0.12,987,4.4,273,0.6000000000000001,,,,,,
2019,1,3,12,30,-2.9000000000000004,165,458,380,0.12,987,5.300000000000001,257,0.6000000000000001,,,,,,
2019,1,3,13,30,-2.6,133,558,384,0.12,986,5.9,247,0.6000000000000001,,,,,,
2019,1,3,14,30,-2.1,107,556,320,0.12,986,5.800000000000001,241,0.6000000000000001,,,,,,
2019,1,3,15,30,-1.5,95,300,177,0.12,986,4.6000000000000005,234,0.5,,,,,,
2019,1,3,16,30,1,43,268,78,0.12,987,2.5,227,0.6000000000000001,,,,,,
2019,1,3,17,30,-1.2000000000000002,0,0,0,0.12,987,1.2000000000000002,226,0.9,,,,,,
2019,1,3,18,30,-1.6,0,0,0,0.12,987,0.9,226,0.9,,,,,,
2019,1,3,19,30,-1.9000000000000001,0,0,0,0.12,987,-0.1,225,0.9,,,,,,
2019,1,3,20,30,-2,0,0,0,0.12,986,-0.5,217,0.9,,,,,,
2019,1,3,21,30,-2,0,0,0,0.12,986,-1.4000000000000001,211,0.8,,,,,,
2019,1,3,22,30,-2,0,0,0,0.12,986,-2,212,0.6000000000000001,,,,,,
2019,1,3,23,30,-1.7000000000000002,0,0,0,0.12,985,-1.5,212,0.8,,,,,,
2019,1,4,0,30,-1.6,0,0,0,0.12,985,-0.9,207,0.8,,,,,,
2019,1,4,1,30,-1.5,0,0,0,0.12,985,-0.7000000000000001,194,0.7000000000000001,,,,,,
2019,1,4,2,30,-1.4000000000000001,0,0,0,0.12,985,-0.8,169,0.7000000000000001,,,,,,
2019,1,4,3,30,-1.3,0,0,0,0.12,985,-1.1,139,0.6000000000000001,,,,,,
2019,1,4,4,30,-1.5,0,0,0,0.12,984,-1.5,125,0.5,,,,,,
2019,1,4,5,30,-1.7000000000000002,0,0,0,0.12,983,-1.7000000000000002,123,0.4,,,,,,
2019,1,4,6,30,-1.5,0,0,0,0.12,983,-1.5,120,0.4,,,,,,
2019,1,4,7,30,-0.9,0,0,0,0.12,983,-0.9,114,0.4,,,,,,
2019,1,4,8,30,-0.4,18,0,18,0.12,982,0.2,102,0.6000000000000001,,,,,,
2019,1,4,9,30,0.1,57,1,57,0.12,981,1.3,85,0.7000000000000001,,,,,,
2019,1,4,10,30,0.4,151,116,194,0.12,980,2.3000000000000003,73,0.7000000000000001,,,,,,
2019,1,4,11,30,0.9,160,416,344,0.12,978,4.2,72,0.8,,,,,,
2019,1,4,12,30,1.8,190,341,351,0.12,977,6.800000000000001,78,0.8,,,,,,
2019,1,4,13,30,3,173,374,342,0.12,975,8.200000000000001,77,0.9,,,,,,
2019,1,4,14,30,4.3,81,690,347,0.12,974,8.200000000000001,68,0.9,,,,,,
2019,1,4,15,30,5.300000000000001,101,99,128,0.12,973,7.4,60,0.8,,,,,,
2019,1,4,16,30,5.5,36,459,97,0.12,972,6.4,56,0.8,,,,,,
2019,1,4,17,30,5.4,0,0,0,0.12,971,5.9,54,0.8,,,,,,
2019,1,4,18,30,5.4,0,0,0,0.12,971,5.800000000000001,52,0.8,,,,,,
2019,1,4,19,30,5.300000000000001,0,0,0,0.12,971,5.300000000000001,38,0.7000000000000001,,,,,,
2019,1,4,20,30,5,0,0,0,0.12,970,5,27,0.8,,,,,,
2019,1,4,21,30,4.7,0,0,0,0.12,970,4.7,184,0.9,,,,,,
2019,1,4,22,30,4.2,0,0,0,0.12,970,4.2,342,0.9,,,,,,
2019,1,4,23,30,3.7,0,0,0,0.12,970,3.7,336,0.9,,,,,,
2019,1,5,0,30,3.4000000000000004,0,0,0,0.12,970,3.4000000000000004,331,0.8,,,,,,
2019,1,5,1,30,3,0,0,0,0.12,971,3.1,320,0.7000000000000001,,,,,,
2019,1,5,2,30,2.6,0,0,0,0.12,972,2.7,307,0.8,,,,,,
2019,1,5,3,30,2.2,0,0,0,0.12,973,2.3000000000000003,292,0.9,,,,,,
2019,1,5,4,30,1.9000000000000001,0,0,0,0.12,973,2,283,1,,,,,,
2019,1,5,5,30,1.6,0,0,0,0.12,975,1.6,279,1,,,,,,
2019,1,5,6,30,1,0,0,0,0.12,976,1,275,0.9,,,,,,
2019,1,5,7,30,0.7000000000000001,0,0,0,0.12,977,0.8,272,1,,,,,,
