Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,1042711,-,-,-,44.25,-80.98,-5,306,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2011,1,1,0,30,4,0,0,0,0.87,970,4,195,5.300000000000001,,,,,,
2011,1,1,1,30,4,0,0,0,0.87,970,4,186,6.1000000000000005,,,,,,
2011,1,1,2,30,4,0,0,0,0.87,970,4,181,6.7,,,,,,
2011,1,1,3,30,4,0,0,0,0.87,970,4,183,7,,,,,,
2011,1,1,4,30,4,0,0,0,0.87,970,4,183,7,,,,,,
2011,1,1,5,30,4,0,0,0,0.87,970,4,177,6.800000000000001,,,,,,
2011,1,1,6,30,4,0,0,0,0.87,970,4,174,6.9,,,,,,
2011,1,1,7,30,4,0,0,0,0.87,970,4,179,6.5,,,,,,
2011,1,1,8,30,4,14,0,14,0.87,970,4,185,6.4,,,,,,
2011,1,1,9,30,4,53,0,53,0.87,970,5,174,6.800000000000001,,,,,,
2011,1,1,10,30,4,73,0,73,0.87,970,5,197,6.300000000000001,,,,,,
2011,1,1,11,30,5,73,0,73,0.87,970,6,203,5.6000000000000005,,,,,,
2011,1,1,12,30,4,37,0,37,0.87,960,5,204,5.6000000000000005,,,,,,
2011,1,1,13,30,4,28,0,28,0.87,960,5,209,5.9,,,,,,
2011,1,1,14,30,4,84,645,274,0.87,960,5,219,6.800000000000001,,,,,,
2011,1,1,15,30,4,60,514,158,0.87,970,4,232,7.9,,,,,,
2011,1,1,16,30,1,32,0,32,0.87,970,2,242,9,,,,,,
2011,1,1,17,30,-1,0,0,0,0.87,970,0,249,9.8,,,,,,
2011,1,1,18,30,-4,0,0,0,0.87,970,0,251,10.3,,,,,,
2011,1,1,19,30,-6,0,0,0,0.87,970,-1,253,10.100000000000001,,,,,,
2011,1,1,20,30,-7,0,0,0,0.87,970,-2,252,9.3,,,,,,
