Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,992692,-,-,-,42.89,-83.34,-5,332,-5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2005,1,1,0,30,-4,0,0,0,0.15,980,-2,288,3.5,,,,,,
2005,1,1,1,30,-5,0,0,0,0.15,980,-3,293,3.4000000000000004,,,,,,
2005,1,1,2,30,-5,0,0,0,0.15,980,-3,299,3.2,,,,,,
2005,1,1,3,30,-6,0,0,0,0.15,980,-4,304,3.1,,,,,,
2005,1,1,4,30,-6,0,0,0,0.15,980,-4,311,2.9000000000000004,,,,,,
2005,1,1,5,30,-6,0,0,0,0.15,980,-4,318,2.5,,,,,,
2005,1,1,6,30,-6,0,0,0,0.15,990,-5,323,2.1,,,,,,
2005,1,1,7,30,-6,0,0,0,0.15,990,-4,329,2.1,,,,,,
2005,1,1,8,30,-6,20,16,21,0.15,990,-3,336,2.7,,,,,,
2005,1,1,9,30,-6,79,112,101,0.15,990,-1,354,3.2,,,,,,
2005,1,1,10,30,-5,126,83,151,0.15,990,0,8,3.1,,,,,,
2005,1,1,11,30,-5,162,170,227,0.15,990,0,16,2.8000000000000003,,,,,,
2005,1,1,12,30,-5,140,445,322,0.15,990,0,27,2.6,,,,,,
2005,1,1,13,30,-4,119,516,321,0.15,990,0,35,2.6,,,,,,
2005,1,1,14,30,-4,104,452,253,0.15,990,0,39,2.6,,,,,,
2005,1,1,15,30,-4,86,178,127,0.15,990,0,46,2.4000000000000004,,,,,,
2005,1,1,16,30,-3,33,75,40,0.15,990,0,52,2.3000000000000003,,,,,,
2005,1,1,17,30,-3,0,0,0,0.15,990,-1,60,2.6,,,,,,
2005,1,1,18,30,-3,0,0,0,0.15,990,-1,62,2.8000000000000003,,,,,,
2005,1,1,19,30,-3,0,0,0,0.15,990,-1,69,3.4000000000000004,,,,,,
2005,1,1,20,30,-3,0,0,0,0.15,990,-1,80,3.9000000000000004,,,,,,
2005,1,1,21,30,-3,0,0,0,0.15,990,-1,89,4.1000000000000005,,,,,,
2005,1,1,22,30,-2,0,0,0,0.15,990,-1,101,4.1000000000000005,,,,,,
2005,1,1,23,30,-2,0,0,0,0.15,990,-1,110,4.4,,,,,,
2005,1,2,0,30,-2,0,0,0,0.15,990,0,121,4.800000000000001,,,,,,
2005,1,2,1,30,-1,0,0,0,0.15,980,0,134,5.2,,,,,,
2005,1,2,2,30,-1,0,0,0,0.15,980,0,142,5.300000000000001,,,,,,
2005,1,2,3,30,0,0,0,0,0.15,980,0,150,4.9,,,,,,
2005,1,2,4,30,0,0,0,0,0.15,980,0,160,4.5,,,,,,
2005,1,2,5,30,0,0,0,0,0.15,980,0,169,4.5,,,,,,
2005,1,2,6,30,1,0,0,0,0.15,980,1,181,5.1000000000000005,,,,,,
2005,1,2,7,30,2,0,0,0,0.15,980,2,186,6.1000000000000005,,,,,,
2005,1,2,8,30,2,1,0,1,0.15,980,3,196,6.6000000000000005,,,,,,
2005,1,2,9,30,4,3,0,3,0.15,980,4,206,6.7,,,,,,
2005,1,2,10,30,6,16,0,16,0.15,980,6,219,6.4,,,,,,
2005,1,2,11,30,7,132,2,133,0.15,980,7,230,5.300000000000001,,,,,,
2005,1,2,12,30,7,45,0,45,0.15,980,7,235,4.4,,,,,,
2005,1,2,13,30,8,81,0,81,0.15,980,8,241,3.8000000000000003,,,,,,
2005,1,2,14,30,8,56,0,56,0.15,980,7,252,3.3000000000000003,,,,,,
2005,1,2,15,30,6,14,0,14,0.15,980,6,268,2.8000000000000003,,,,,,
2005,1,2,16,30,4,4,0,4,0.15,980,4,282,2.4000000000000004,,,,,,
2005,1,2,17,30,2,0,0,0,0.15,980,2,291,2.3000000000000003,,,,,,
2005,1,2,18,30,1,0,0,0,0.15,980,0,294,2.2,,,,,,
2005,1,2,19,30,0,0,0,0,0.15,980,0,290,2.3000000000000003,,,,,,
2005,1,2,20,30,0,0,0,0,0.15,980,0,292,2.7,,,,,,
2005,1,2,21,30,0,0,0,0,0.15,980,0,297,3.3000000000000003,,,,,,
2005,1,2,22,30,0,0,0,0,0.15,980,0,303,3.5,,,,,,
2005,1,2,23,30,0,0,0,0,0.15,980,0,308,3.2,,,,,,
2005,1,3,0,30,0,0,0,0,0.15,980,-1,310,2.5,,,,,,
2005,1,3,1,30,-1,0,0,0,0.15,980,-1,311,2.1,,,,,,
2005,1,3,2,30,-1,0,0,0,0.15,980,-1,306,1.8,,,,,,
2005,1,3,3,30,-1,0,0,0,0.15,980,-1,302,1.6,,,,,,
2005,1,3,4,30,-1,0,0,0,0.15,980,-1,316,1.4000000000000001,,,,,,
2005,1,3,5,30,-2,0,0,0,0.15,980,-1,342,1.3,,,,,,
2005,1,3,6,30,-2,0,0,0,0.15,980,-1,6,1.3,,,,,,
2005,1,3,7,30,-2,0,0,0,0.15,980,-1,18,1.4000000000000001,,,,,,
2005,1,3,8,30,-1,4,0,4,0.15,980,-1,34,1.7000000000000002,,,,,,
2005,1,3,9,30,-1,72,16,75,0.15,980,0,51,2,,,,,,
2005,1,3,10,30,0,48,0,48,0.15,980,0,59,2.1,,,,,,
2005,1,3,11,30,0,141,12,146,0.15,980,0,57,2.1,,,,,,
2005,1,3,12,30,0,115,0,115,0.15,980,1,56,2.1,,,,,,
2005,1,3,13,30,0,116,0,116,0.15,980,1,60,2.3000000000000003,,,,,,
2005,1,3,14,30,0,104,0,104,0.15,980,0,56,2.4000000000000004,,,,,,
2005,1,3,15,30,0,49,0,49,0.15,980,0,50,2.4000000000000004,,,,,,
2005,1,3,16,30,0,15,0,15,0.15,980,0,31,2.5,,,,,,
2005,1,3,17,30,0,0,0,0,0.15,980,0,34,3,,,,,,
2005,1,3,18,30,0,0,0,0,0.15,980,0,38,3.2,,,,,,
2005,1,3,19,30,0,0,0,0,0.15,980,0,33,3.2,,,,,,
2005,1,3,20,30,-1,0,0,0,0.15,980,0,27,3.3000000000000003,,,,,,
2005,1,3,21,30,-1,0,0,0,0.15,980,-1,22,3.4000000000000004,,,,,,
2005,1,3,22,30,-1,0,0,0,0.15,980,-1,21,3.3000000000000003,,,,,,
2005,1,3,23,30,-1,0,0,0,0.15,980,-1,18,3.1,,,,,,
2005,1,4,0,30,-1,0,0,0,0.15,980,-1,16,2.9000000000000004,,,,,,
